PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH CITY,BIRTH STATE,BIRTH COUNTRY,PLAY DEBUT,PLAY LASTGAME,MGR DEBUT,MGR LASTGAME,COACH DEBUT,COACH LASTGAME,UMP DEBUT,UMP LASTGAME,DEATHDATE,DEATH CITY,DEATH STATE,DEATH COUNTRY,BATS,THROWS,HEIGHT,WEIGHT,CEMETERY,CEME CITY,CEME STATE,CEME COUNTRY,CEME NOTE,BIRTH NAME,NAME CHG,BAT CHG,HOF
sadlc001,Sadler,"William Carl","Carl","10/11/1976","Gainesville","Florida","USA","07/31/2002","05/18/2003",,,,,,,,,,,L,L,"6-02",180,,,,,,,,,NOT
sadlc002,Sadler,"Casey Scott","Casey","07/13/1990","Stillwater","Oklahoma","USA","05/02/2014","10/03/2021",,,,,,,,,,,R,R,"6-04",215,,,,,,,,,NOT
sadld001,Sadler,"Donnie Lamont","Donnie","06/17/1975","Clifton","Texas","USA","04/01/1998","05/12/2007",,,,,,,,,,,R,R,"5-06",165,,,,,,,,,NOT
sadlr001,Sadler,"Raymond Lee","Ray","09/19/1980","Clifton","Texas","USA","05/08/2005","05/11/2005",,,,,,,,,,,R,R,"6-01",200,,,,,,,,,NOT
sadob101,Sadowski,"Robert Frank","Bob","01/15/1937","St. Louis","Missouri","USA","09/16/1960","09/28/1963",,,,,,,"01/06/2017","St. Louis","Missouri","USA",L,R,"6-00",175,,,,,,,,,NOT
sadob102,Sadowski,"Robert","Bob","02/19/1938","Pittsburgh","Pennsylvania","USA","06/19/1963","07/04/1966",,,,,,,"08/05/2018","Newnan","Georgia","USA",R,R,"6-02",195,,,,,,,,,NOT
sadoe101,Sadowski,"Edward Roman","Ed","01/19/1931","Pittsburgh","Pennsylvania","USA","04/20/1960","10/02/1966",,,,,,,"11/06/1993","Garden Grove","California","USA",R,R,"5-11",175,"Holy Sepulcher Cemetery","Orange","California","USA",,,,,NOT
sadoj101,Sadowski,"James Michael","Jim","08/07/1951","Pittsburgh","Pennsylvania","USA","04/27/1974","05/14/1974",,,,,,,,,,,R,R,"6-03",195,,,,,,,,,NOT
sador001,Sadowski,"Ryan Keith","Ryan","10/04/1982","Miami","Florida","USA","06/28/2009","07/31/2009",,,,,,,,,,,R,R,"6-04",195,,,,,,,,,NOT
sadot101,Sadowski,"Theodore","Ted","04/01/1936","Pittsburgh","Pennsylvania","USA","09/02/1960","07/04/1962",,,,,,,"07/18/1993","Pittsburgh","Pennsylvania","USA",R,R,"6-01.5",190,"Allegheny Cemetery","Pittsburgh","Pennsylvania","USA",,,,,NOT
sadzc001,Sadzeck,"Connor William","Connor","10/01/1991","Barrington","Illinois","USA","09/01/2018","06/02/2019",,,,,,,,,,,R,R,"6-07",240,,,,,,,,,NOT
saenc001,Saenz,"Christopher Andrew","Chris","08/14/1981","Tucson","Arizona","USA","04/24/2004","04/24/2004",,,,,,,,,,,R,R,"6-03",200,,,,,,,,,NOT
saeno001,Saenz,"Olmedo (Sanchez)","Olmedo","10/08/1970","Chitre","Herrera","Panama","05/28/1994","09/27/2007",,,,,,,,,,,R,R,"6-02",185,,,,,,,,,NOT
safft101,Saffell,"Thomas Judson","Tom","07/26/1921","Etowah","Tennessee","USA","07/01/1949","09/25/1955",,,,,,,"09/10/2012","Sarasota","Florida","USA",L,R,"5-11",170,"Green Hill Cemetery","Etowah","Tennessee","USA",,,,,NOT
sagea001,Sager,"Anthony Joseph","A.J.","03/03/1965","Columbus","Ohio","USA","04/04/1994","09/26/1998",,,"06/27/2018","09/29/2019",,,,,,,R,R,"6-04",220,,,,,,,,,NOT
sageh101,Sage,"Harry","Harry","03/16/1864","Rock Island","Illinois","USA","04/17/1890","10/12/1890",,,,,"06/22/1890","06/22/1890","05/27/1947","Rock Island","Illinois","USA",R,R,"5-10",185,"Calvary Cemetery","Rock Island","Illinois","USA",,,,,NOT
sagep101,Sager,"Samuel B.","Pony","08/12/1848","Holmesburg","Pennsylvania","USA","05/06/1871","05/30/1871",,,,,,,"10/15/1928","Newport","New Hampshire","USA",,,"5-06",140,"Croydon Flat Cemetery","Croydon","New Hampshire","USA",,,,,NOT
sagmm001,Sagmoen,"Marc Richard","Marc","04/16/1971","Seattle","Washington","USA","04/15/1997","09/20/1997",,,,,,,,,,,L,L,"5-11",185,,,,,,,,,NOT
saiev101,Saier,"Victor Sylvester","Vic","05/04/1891","Lansing","Michigan","USA","05/03/1911","08/05/1919",,,,,,,"05/14/1967","East Lansing","Michigan","USA",L,R,"5-11",185,"Mount Hope Cemetery","Lansing","Michigan","USA",,,,,NOT
sainj101,Sain,"John Franklin","Johnny","09/25/1917","Havana","Arkansas","USA","04/17/1942","07/15/1955",,,"04/10/1959","10/05/1986",,,"11/07/2006","Downers Grove","Illinois","USA",R,R,"6-02",185,"Havana Cemetery","Havana","Arkansas","USA","N35.07.167 W93.31.149",,,,NOT
saipm001,Saipe,"Michael Eric","Mike","09/10/1973","San Diego","California","USA","06/25/1998","07/01/1998",,,,,,,,,,,R,R,"6-01",190,,,,,,,,,NOT
saitt001,Saito,"Takashi","Takashi","02/14/1970","Sendai","Miyagi","Japan","04/09/2006","09/30/2012",,,,,,,,,,,L,R,"6-01",202,,,,,,,,,NOT
sakal001,Sakata,"Lenn Haruki","Lenn","06/08/1954","Honolulu","Hawaii","USA","07/21/1977","06/28/1987",,,,,,,,,,,R,R,"5-09",160,,,,,,,,,NOT
salaa001,Salazar,"Argenis Antonio (Yepez)","Angel","11/04/1961","Anaco","Anzoategui","Venezuela","08/10/1983","10/01/1988",,,,,,,,,,,R,R,"6-00",180,,,,,,,,,NOT
salad001,Salazar,"Daniel Dariel (del Rosario)","Danny","01/11/1990","Santo Domingo","Distrito Nacional","Dominican Republic","07/11/2013","08/01/2019",,,,,,,,,,,L,R,"6-00",190,,,,,,,,,NOT
salaf001,Salas,"Noel Fernando","Fernando","05/30/1985","Huatabampo","Sonora","Mexico","05/28/2010","07/20/2019",,,,,,,,,,,R,R,"6-02",200,,,,,,,,,NOT
salaj001,Salas,"Juan","Juan","11/07/1978","Santo Domingo","Distrito Nacional","Dominican Republic","09/05/2006","09/15/2008",,,,,,,,,,,R,R,"6-02",190,,,,,,,,,NOT
salaj002,Salazar,"Jeffrey Dewan","Jeff","11/24/1980","Oklahoma City","Oklahoma","USA","09/07/2006","08/14/2009",,,"04/02/2017","11/03/2021",,,,,,,L,L,"6-00",190,,,,,,,,,NOT
salal001,Salazar,"Luis Ernesto (Garcia)","Luis","05/19/1956","Barcelona","Anzoategui","Venezuela","08/15/1980","10/04/1992",,,"04/02/2001","10/07/2001",,,,,,,R,R,"5-09",180,,,,,,,,,NOT
salam001,Salas,"Mark Bruce","Mark","03/08/1961","Montebello","California","USA","06/19/1984","10/05/1991",,,,,,,,,,,L,R,"6-00",180,,,,,,,,,NOT
salam002,Salas,"Marino (Ortega)","Marino","10/02/1981","Hato Mayor","Hato Mayor","Dominican Republic","05/13/2008","09/15/2008",,,,,,,,,,,R,R,"6-00",195,,,,,,,,,NOT
salao001,Salazar,"Oscar Enrique","Oscar","06/27/1978","Maracay","Aragua","Venezuela","04/10/2002","10/02/2010",,,,,,,,,,,R,R,"5-11",175,,,,,,,,,NOT
salat001,Saladino,"Tyler Artolo","Tyler","07/20/1989","San Diego","California","USA","07/10/2015","07/30/2019",,,,,,,,,,,R,R,"6-00",200,,,,,,,,,NOT
salec001,Sale,"Christopher","Chris","03/30/1989","Lakeland","Florida","USA","08/06/2010","10/20/2021",,,,,,,,,,,L,L,"6-05",170,,,,,,,,,NOT
salee101,Sales,"Edward A.","Ed","1861","Harrisburg","Pennsylvania","USA","07/15/1890","10/03/1890",,,,,,,"08/10/1912","New Haven","Connecticut","USA",L,R,,,"Mount Calvary Cemetery","Harrisburg","Pennsylvania","USA",,,,,NOT
salef101,Sale,"Frederick Link","Freddy","05/02/1902","Chester","South Carolina","USA","06/30/1924","06/30/1924",,,,,,,"05/27/1956","Hermosa Beach","California","USA",R,R,"5-09",160,"Claquato Cemetery","Chehalis","Washington","USA","Cremated",,,,NOT
salih101,Salisbury,"Henry H.","Harry","05/15/1855","Providence","Rhode Island","USA","08/28/1879","09/22/1882",,,,,,,"03/29/1933","Chicago","Illinois","USA",L,,"5-08.5",162,"Mount Hope Cemetery","Chicago","Illinois","USA",,,,,NOT
salis101,Salisbury,"William Ansil","Solly","11/12/1876","Algona","Iowa","USA","04/19/1902","04/24/1902",,,,,,,"01/17/1952","Rowena","Oregon","USA",R,R,"6-00",180,"Odd Fellows Cemetery","The Dalles","Oregon","USA",,,,,NOT
salkb101,Salkeld,"William Franklin","Bill","03/08/1917","Pocatello","Idaho","USA","04/18/1945","04/21/1950",,,,,,,"04/22/1967","Los Angeles","California","USA",L,R,"5-10",190,"Forest Lawn-Hollywood Hills","Los Angeles","California","USA",,,,,NOT
salkr001,Salkeld,"Roger William","Roger","03/06/1971","Burbank","California","USA","09/08/1993","09/28/1996",,,,,,,,,,,R,R,"6-05",215,,,,,,,,,NOT
salls101,Sallee,"Harry Franklin","Slim","02/03/1885","Higginsport","Ohio","USA","04/16/1908","09/20/1921",,,,,,,"03/22/1950","Higginsport","Ohio","USA",R,L,"6-03",180,"Confidence Cemetery","Georgetown","Ohio","USA",,,,,NOT
salmb001,Salmon,"Bradley Keith","Brad","01/03/1980","Pensacola","Florida","USA","05/01/2007","09/28/2007",,,,,,,,,,,L,R,"6-03",230,,,,,,,,,NOT
salmc101,Salmon,"Rutherford Eduardo","Chico","12/03/1940","Colon","Colon","Panama","06/28/1964","08/14/1972",,,,,,,"09/17/2000","Almirante","Bocas del Toro","Panama",R,R,"5-10",160,"Cementerio de Almirante","Almirante","Bocas del Toro","Panama",,,,,NOT
salmr101,Salmon,"Roger Elliott","Roger","05/11/1891","Newark","New Jersey","USA","05/03/1912","10/01/1912",,,,,,,"06/17/1974","Belfast","Maine","USA",L,L,"6-02",170,"Grove Cemetery","Belfast","Maine","USA",,,,,NOT
salmt001,Salmon,"Timothy James","Tim","08/24/1968","Long Beach","California","USA","08/21/1992","10/01/2006",,,,,,,,,,,R,R,"6-03",200,,,,,,,,,NOT
saloa001,Salome,"Angel Isaac","Angel","06/08/1986","Santo Domingo","Distrito Nacional","Dominican Republic","09/03/2008","09/13/2008",,,,,,,,,,,R,R,"5-07",200,,,,,,,,,NOT
saltj001,Saltalamacchia,"Jarrod Scott","Jarrod","05/02/1985","West Palm Beach","Florida","USA","05/02/2007","09/29/2018",,,,,,,,,,,B,R,"6-04",195,,,,,,,,,NOT
saltj101,Saltzgaver,"Otto Hamlin","Jack","01/23/1903","Croton","Iowa","USA","04/12/1932","09/30/1945",,,,,,,"02/01/1978","Keokuk","Iowa","USA",L,R,"5-11",165,"Greenglade Cemetery","Farmington","Iowa","USA",,,,,NOT
salvg101,Salve,"Augustus William","Gus","12/29/1885","Boston","Massachusetts","USA","09/04/1908","09/14/1908",,,,,,,"03/29/1971","Providence","Rhode Island","USA",L,L,"6-00",190,"Thomas Cemetery","Swansea","Massachusetts","USA",,,,,NOT
salvj101,Salveson,"John Theodore","Jack","01/05/1914","Fullerton","California","USA","06/03/1933","09/16/1945",,,,,,,"12/28/1974","Norwalk","California","USA",R,R,"6-00.5",180,"Loma Vista Memorial Park","Fullerton","California","USA",,,,,NOT
salvm101,Salvo,"Manuel","Manny","06/30/1912","Sacramento","California","USA","04/22/1939","10/03/1943",,,,,,,"02/07/1997","Vallejo","California","USA",R,R,"6-04",210,"St. Mary Catholic Cemetery","Sacramento","California","USA",,,,,NOT
samaj001,Samardzija,"Jeffrey Alan","Jeff","01/23/1985","Merrillville","Indiana","USA","07/25/2008","09/25/2020",,,,,,,,,,,R,R,"6-05",220,,,,,,,,,NOT
sambj001,Sambito,"Joseph Charles","Joe","06/28/1952","Brooklyn","New York","USA","07/20/1976","10/03/1987",,,,,,,,,,,L,L,"6-01",185,,,,,,,,,NOT
samce101,Samcoff,"Edward William","Ed","09/01/1924","Sacramento","California","USA","04/21/1951","04/26/1951",,,,,,,"03/29/2018","Fair Oaks","California","USA",R,R,"5-10",165,"St. Mary Catholic Cemetery","Sacramento","California","USA",,,,,NOT
samfr101,Samford,"Ronald Edward","Ron","02/28/1930","Dallas","Texas","USA","04/15/1954","09/23/1959",,,,,,,"01/14/2021","Dallas","Texas","USA",R,R,"5-11",156,"Laurel Land Memorial Park","Dallas","Texas","USA",,,,,NOT
sammc001,Sammons,"Clint Joseph","Clint","05/15/1983","Decatur","Georgia","USA","09/12/2007","10/04/2009",,,,,,,,,,,R,R,"6-00",200,,,,,,,,,NOT
sampa001,Sampson,"Adrian David","Adrian","10/07/1991","Redmond","Washington","USA","06/18/2016","10/02/2021",,,,,,,,,,,R,R,"6-02",210,,,,,,,,,NOT
sampb001,Sample,"William Amos","Billy","04/02/1955","Roanoke","Virginia","USA","09/02/1978","10/05/1986",,,,,,,,,,,R,R,"5-09",175,,,,,,,,,NOT
sampb002,Sampen,"William Albert","Bill","01/18/1963","Lincoln","Illinois","USA","04/10/1990","05/09/1994",,,,,,,,,,,R,R,"6-01",185,,,,,,,,,NOT
sampb003,Sampson,"Benjamin Damon","Benj","04/27/1975","Des Moines","Iowa","USA","09/09/1998","08/19/1999",,,,,,,,,,,R,L,"6-02",210,,,,,,,,,NOT
sampc001,Sampson,"Christopher Keith","Chris","05/23/1978","Pasadena","Texas","USA","06/02/2006","07/24/2010",,,,,,,,,,,R,R,"6-01",190,,,,,,,,,NOT
sampk001,Sampson,"Keyvius N.","Keyvius","01/06/1991","Gainesville","Florida","USA","07/30/2015","09/27/2016",,,,,,,,,,,R,R,"6-02",225,,,,,,,,,NOT
samua101,Samuel,"Amado Ruperto","Amado","12/06/1938","San Pedro de Macoris","Macoris","Dominican Republic","04/10/1962","07/11/1964",,,,,,,,,,,R,R,"6-01",170,,,,,,,,,NOT
samui101,Samuels,"Samuel Earle","Ike","02/20/1874","Quincy","Illinois","USA","08/03/1895","09/28/1895",,,,,,,"02/22/1964","New York","New York","USA",R,R,"5-07",,"Rosemont Park Cemetery","Chicago","Illinois","USA",,,,,NOT
samuj001,Samuel,"Juan Milton","Juan","12/09/1960","San Pedro de Macoris","Macoris","Dominican Republic","08/24/1983","09/26/1998","6/4/2010","08/01/2010","04/05/1999","10/01/2017",,,,,,,R,R,"5-11",170,,,,,,"Juan Milton Romero (Samuel)",,,NOT
samuj101,Samuels,"Joseph Jonas","Joe","03/21/1905","Scranton","Pennsylvania","USA","04/23/1930","05/01/1930",,,,,,,"10/28/1996","Bath","New York","USA",R,R,"6-01.5",196,"Cathedral Cemetery","Scranton","Pennsylvania","USA",,,,,NOT
samur001,Samuels,"Roger Howard","Roger","01/05/1961","San Jose","California","USA","07/20/1988","06/08/1989",,,,,,,,,,,L,L,"6-05",210,,,,,,,,,NOT
sanaa001,Sanabia,"Alejandro","Alex","09/08/1988","San Diego","California","USA","06/24/2010","05/26/2013",,,,,,,,,,,R,R,"6-02",165,,,,,,,,,NOT
sanac001,Sanabria,"Carlos Miguel","Carlos","01/24/1997","La Victoria","Aragua","Venezuela","08/05/2020","08/09/2020",,,,,,,,,,,R,R,"6-03",165,,,,,,,,,
sanbg101,Sandberg,"Gustave E.","Gus","02/23/1896","Long Island City","New York","USA","05/11/1923","08/08/1924",,,,,,,"02/03/1930","Los Angeles","California","USA",R,R,"6-01",189,"Cremated",,,,,,,,NOT
sanca001,Sanchez,"Alejandro (Pimentel)","Alejandro","02/14/1959","San Pedro de Macoris","Macoris","Dominican Republic","09/06/1982","05/16/1987",,,,,,,,,,,R,R,"6-00",185,,,,,,,,,NOT
sanca002,Sanchez,"Alex Anthony","Alex","04/08/1966","Concord","California","USA","05/23/1989","06/10/1989",,,,,,,,,,,R,R,"6-02",185,,,,,,,,,NOT
sanca003,Sanchez,"Alexis","Alex","08/26/1976","Havana",,"Cuba","06/15/2001","07/23/2005",,,,,,,,,,,L,L,"5-10",180,,,,,,,,,NOT
sanca004,Sanchez,"Anibal Alejandro","Anibal","02/27/1984","Maracay","Aragua","Venezuela","06/25/2006","09/26/2020",,,,,,,,,,,R,R,"6-00",180,,,,,,,,,NOT
sanca005,Sanchez,"Angel Luis","Angel","09/20/1983","Humacao",,"Puerto Rico","09/23/2006","04/09/2013",,,,,,,,,,,R,R,"6-02",185,,,,,,,,,NOT
sanca006,Sanchez,"Aaron Jacob","Aaron","07/01/1992","Barstow","California","USA","07/23/2014","08/07/2021",,,,,,,,,,,R,R,"6-04",200,,,,,,,,,NOT
sanca007,Sanchez,"Adrian Arturo (Tomas)","Adrian","08/16/1990","Maracaibo","Zulia","Venezuela","06/30/2017","09/12/2021",,,,,,,,,,,R,R,"6-00",216,,,,,,,,,NOT
sanca008,Sanchez,"Angel Luis","Angel","11/28/1989","Tenares","Hermanas Mirabal","Dominican Republic","08/24/2017","10/01/2017",,,,,,,,,,,R,R,"6-01",190,,,,,,,,,NOT
sanca009,Sanchez,"Ali Miguel","Ali","01/20/1997","Carora","Lara","Venezuela","08/10/2020","09/01/2021",,,,,,,,,,,R,R,"6-01",200,,,,,,,,,
sancb001,Sanches,"Brian Lee","Brian","08/08/1978","Beaumont","Texas","USA","06/01/2006","07/14/2012",,,,,,,,,,,R,R,"6-00",190,,,,,,,,,NOT
sancc001,Sanchez,"Yolmer Carlos","Yolmer","06/29/1992","Maracay","Aragua","Venezuela","07/13/2014","09/30/2020",,,,,,,,,,,B,R,"5-11",195,,,,,,,,,NOT
sancc002,Sanchez,"Cristopher Alexis","Cristopher","12/12/1996","La Romana","La Romana","Dominican Republic","06/06/2021","10/02/2021",,,,,,,,,,,L,L,"6-01",165,,,,,,,,,
sancc101,Sanchez,"Celerino (Perez)","Celerino","02/03/1944","El Guayabal","Veracruz","Mexico","06/13/1972","09/30/1973",,,,,,,"05/01/1992","Leon","Guanajuato","Mexico",R,R,"5-11",160,"Panteon Jardin","Mexico City","Distrito Federal","Mexico",,,,,NOT
sancd001,Sanchez,"Duaner","Duaner","10/14/1979","Cotui","Sanchez Ramirez","Dominican Republic","06/14/2002","05/14/2009",,,,,,,,,,,R,R,"6-00",160,,,,,,,,,NOT
sance001,Sanchez,"Eduardo Nazareth (Guzman)","Eduardo","02/16/1989","Maracay","Aragua","Venezuela","04/13/2011","08/13/2013",,,,,,,,,,,R,R,"5-11",170,,,,,,,,,NOT
sancf001,Sanchez,"Frederick Philip","Freddy","12/21/1977","Hollywood","California","USA","09/10/2002","06/10/2011",,,,,,,,,,,R,R,"5-11",185,,,,,,,,,NOT
sancf002,Sanchez,"Felix Antonio","Felix","08/03/1981","Puerto Plata","Puerto Plata","Dominican Republic","09/03/2003","09/20/2003",,,,,,,,,,,R,L,"6-03",180,,,,,,,,,NOT
sancg001,Sanchez,"Gabriel","Gaby","09/02/1983","Miami","Florida","USA","09/17/2008","10/01/2014",,,,,,,,,,,R,R,"6-02",225,,,,,,,,,NOT
sancg002,Sanchez,"Gary","Gary","12/02/1992","Santo Domingo","Distrito Nacional","Dominican Republic","10/03/2015","10/05/2021",,,,,,,,,,,R,R,"6-02",230,,,,,,,,,NOT
sanch001,Sanchez,"Humberto A.","Humberto","05/28/1983","Santo Domingo","Distrito Nacional","Dominican Republic","09/18/2008","09/25/2008",,,,,,,,,,,R,R,"6-06",270,,,,,,,,,NOT
sanch002,Sanchez,"Hector Enrique","Hector","11/17/1989","Maracay","Aragua","Venezuela","07/15/2011","10/01/2017",,,,,,,,,,,B,R,"5-11",235,,,,,,,,,NOT
sanci001,Sanchez,"Israel (Matos)","Israel","08/20/1963","Falcon Lasvias",,"Cuba","07/07/1988","10/02/1990",,,,,,,,,,,L,L,"5-09",170,,,,,,,,,NOT
sancj001,Sanchez,"Jesus Paulino","Jesus","10/11/1974","Nizao","Peravia","Dominican Republic","03/31/1998","07/15/2004",,,,,,,,,,,L,L,"5-10",153,,,,,,,,,NOT
sancj002,Sanchez,"Jonathan O.","Jonathan","11/19/1982","Mayaguez",,"Puerto Rico","05/28/2006","04/29/2013",,,,,,,,,,,L,L,"6-02",165,,,,,,,,,NOT
sancj003,Sanchez,"Jesus","Jesus","10/07/1997","Higuey","La Altagracia","Dominican Republic","08/21/2020","09/30/2021",,,,,,,,,,,L,R,"6-03",222,,,,,,,,,
sancl001,Sanchez,"Luis Mercedes Escoba","Luis","08/24/1953","Cariaco","Sucre","Venezuela","04/10/1981","10/06/1985",,,,,,,"02/04/2005","La Guaira","Vargas","Venezuela",R,R,"6-02",170,,,,,,"Luis Mercedes Escoba (Sanchez)",,,NOT
sancm001,Sanchez,"Miguel Angel","Miguel","12/31/1993","Bonao","Monsenor Nouel","Dominican Republic","06/22/2021","09/30/2021",,,,,,,,,,,R,R,"6-03",205,,,,,,,,,
sanco001,Sanchez,"Orlando (Marquez)","Orlando","09/07/1956","Canovanas",,"Puerto Rico","05/06/1981","05/25/1984",,,,,,,,,,,L,R,"6-01",195,,,,,,,,,NOT
sancr001,Sanchez,"Rey Francisco (Guadalupe)","Rey","10/05/1967","Rio Piedras",,"Puerto Rico","09/08/1991","06/08/2005",,,,,,,,,,,R,R,"5-10",180,,,,,,,,,NOT
sancr002,Sanchez,"Romulo Ignacio (Oviedo)","Romulo","04/28/1984","Carora","Lara","Venezuela","08/26/2007","09/25/2010",,,,,,,,,,,R,R,"6-05",245,,,,,,,,,NOT
sancr003,Sanchez,"Ricardo Jose","Ricardo","04/11/1997","Puerto Cabello","Carabobo","Venezuela","08/17/2020","08/28/2020",,,,,,,,,,,L,L,"5-10",220,,,,,,,,,
sancr101,Sanchez,"Raul Guadalupe (Rodriguez)","Raul","12/12/1930","Marianao",,"Cuba","04/17/1952","05/17/1960",,,,,,,"06/30/2002","Pembroke Pines","Florida","USA",R,R,"6-00",150,"Flagler Memorial Park","Miami","Florida","USA",,,,,NOT
sancs001,Sanchez,"Sixto","Sixto","07/29/1998","San Cristobal","San Cristobal","Dominican Republic","08/22/2020","10/08/2020",,,,,,,,,,,R,R,"6-00",234,,,,,,,,,
sanct001,Sanchez,"Jorge Anthony","Tony","05/20/1988","Miami","Florida","USA","06/23/2013","09/02/2017",,,,,,,,,,,R,R,"5-11",225,,,,,,,,,NOT
sanda001,Sanders,"Anthony Marcus","Anthony","03/02/1974","Tucson","Arizona","USA","04/26/1999","04/18/2001",,,"04/01/2021","11/03/2021",,,,,,,R,R,"6-02",200,,,,,,,,,NOT
sandb101,Sanders,"Alexander Bennett","Ben","02/16/1865","Catharpin","Virginia","USA","06/06/1888","10/14/1892",,,,,"08/05/1889","08/05/1889","08/29/1930","Memphis","Tennessee","USA",R,R,"6-00",210,"Sudley Methodist Church Cemetery","Catharpin","Virginia","USA","N38.50.418 W77.32.304",,,,NOT
sandc101,Sands,"Charles Duane","Charlie","12/17/1947","Newport News","Virginia","USA","06/21/1967","05/08/1975",,,,,,,"08/22/2016","Naples","Florida","USA",L,R,"6-02",200,"Cremated",,,,"Ashes retained by family",,,,NOT
sandd001,Sanders,"Deion Luwynn","Deion","08/09/1967","Fort Myers","Florida","USA","05/31/1989","06/14/2001",,,,,,,,,,,L,L,"6-01",195,,,,,,,,,NOT
sandd002,Sanders,"David Andrew","David","08/29/1979","Oklahoma City","Oklahoma","USA","04/23/2003","09/10/2005",,,,,,,,,,,L,L,"6-00",200,,,,,,,,,NOT
sandd003,Sandoval,"Danny E.","Danny","04/07/1979","Barquisimeto","Lara","Venezuela","07/17/2005","10/01/2006",,,,,,,,,,,B,R,"5-11",190,,,,,,,,,NOT
sandd101,Sanders,"Dee Wilman","Dee","04/08/1921","Quitman","Texas","USA","08/12/1945","08/13/1945",,,,,,,"08/17/2007","McAlester","Oklahoma","USA",R,R,"6-03",195,"Oak Hill Cemetery","McAlester","Oklahoma","USA",,,,,NOT
sandf001,Sandoval,"Freddy Carol (Herrera)","Freddy","08/16/1982","Tijuana","Baja California","Mexico","09/08/2008","10/04/2009",,,,,,,,,,,B,R,"6-01",200,,,,,,,,,NOT
sandh101,Sand,"John Henry","Heinie","07/03/1897","San Francisco","California","USA","04/17/1923","09/30/1928",,,,,,,"11/03/1958","San Francisco","California","USA",R,R,"5-08",160,"Cremated",,,,,,,,NOT
sandj001,Sandberg,"Jared Lawrence","Jared","03/02/1978","Olympia","Washington","USA","08/07/2001","09/26/2003",,,"04/01/2021","11/03/2021",,,,,,,R,R,"6-03",185,,,,,,,,,NOT
sandj002,Sands,"Gerald Robert","Jerry","09/28/1987","Middletown","New York","USA","04/18/2011","06/04/2016",,,,,,,,,,,R,R,"6-04",220,,,,,,,,,NOT
sandj101,Sanders,"John Frank","John","11/20/1945","Grand Island","Nebraska","USA","04/13/1965","04/13/1965",,,,,,,,,,,R,R,"6-02",200,,,,,,,,,NOT
sandk101,Sanders,"Kenneth George","Ken","07/08/1941","St. Louis","Missouri","USA","08/06/1964","09/27/1976",,,,,,,,,,,R,R,"5-11",168,,,,,,,,,NOT
sandm101,Sandlock,"Michael Joseph","Mike","10/17/1915","Old Greenwich","Connecticut","USA","09/19/1942","09/27/1953",,,,,,,"04/04/2016","Cos Cob","Connecticut","USA",B,R,"6-01",180,"St. John Cemetery","Darien","Connecticut","USA",,,,,NOT
sandn001,Sandlin,"Nick","Nick","01/10/1997","Evans","Georgia","USA","05/01/2021","08/11/2021",,,,,,,,,,,R,R,"5-11",175,,,,,,,,,
sandp001,Sandoval,"Pablo Emilio","Pablo","08/11/1986","Puerto Cabello","Carabobo","Venezuela","08/14/2008","07/29/2021",,,,,,,,,,,B,R,"5-11",245,,,,,,,,,NOT
sandp002,Sandoval,Patrick Jordan,Patrick,10/18/1996,Mission Viejo,California,USA,08/05/2019,"08/13/2021",,,,,,,,,,,L,L,"6-03",190,,,,,,,,,
sandr001,Sandberg,"Ryne Dee","Ryne","09/18/1959","Spokane","Washington","USA","09/02/1981","09/28/1997","8/16/2013","06/25/2015","04/01/2013","08/15/2013",,,,,,,R,R,"6-01",175,,,,,,,,,NOT
sandr002,Sanders,"Reginald Laverne","Reggie","12/01/1967","Florence","South Carolina","USA","08/22/1991","07/29/2007",,,,,,,,,,,R,R,"6-00",180,,,,,,,,,NOT
sandr101,Sanders,"Roy Lee","Roy","06/10/1894","Pittsburg","Kansas","USA","08/06/1918","05/31/1920",,,,,,,"07/08/1963","Louisville","Kentucky","USA",R,R,"6-00",185,"Louisville Memorial Gardens West","Louisville","Kentucky","USA",,,,,NOT
sandr102,Sanders,"Raymond Floyd","Ray","12/04/1916","Bonne Terre","Missouri","USA","04/14/1942","09/21/1949",,,,,,,"10/28/1983","Washington","Missouri","USA",L,R,"6-02",185,"Mount Hope Mausoleum","St. Louis","Missouri","USA",,,,,NOT
sandr103,Sanders,"Reginald Jerome","Reggie","09/09/1949","Birmingham","Alabama","USA","09/01/1974","10/02/1974",,,,,,,"01/27/2002","Los Angeles","California","USA",R,R,"6-02",205,"Cremated",,,,"Ashes retained by family",,,,NOT
